observed,predicted,diff,country
11.219999999999999,11.223810117705293,0.003810117705294047,Luxembourg
11.219999999999999,11.227168170593993,0.007168170593994105,Luxembourg
11.23,11.229610518078713,-0.0003894819212870715,Luxembourg
11.23,11.232276523669618,0.002276523669618058,Luxembourg
11.23,11.235148959615987,0.005148959615986826,Luxembourg
11.23,11.237940001450447,0.007940001450446488,Luxembourg
11.23,11.240688182077387,0.010688182077386088,Luxembourg
11.23,11.243462155816506,0.013462155816505117,Luxembourg
11.23,11.246243973675417,0.016243973675416967,Luxembourg
11.23,11.24901829874657,0.019018298746569684,Luxembourg
11.23,11.25179151718241,0.021791517182409237,Luxembourg
11.23,11.25456677317904,0.024566773179039103,Luxembourg
11.23,11.25734206896415,0.027342068964149036,Luxembourg
11.23,11.260116841647129,0.030116841647128467,Luxembourg
11.23,11.262891666272708,0.032891666272707454,Luxembourg
11.24,11.265666617819184,0.025666617819183557,Luxembourg
11.25,11.26844154109183,0.01844154109183016,Luxembourg
11.26,11.271216435428839,0.011216435428838878,Luxembourg
11.26,11.27399134039224,0.013991340392239593,Luxembourg
11.26,11.276766251456428,0.01676625145642774,Luxembourg
11.26,11.279541159093275,0.019541159093275695,Luxembourg
11.26,11.282316065584656,0.02231606558465593,Luxembourg
11.27,11.285090973083902,0.01509097308390217,Luxembourg
11.27,11.287865880754987,0.01786588075498763,Luxembourg
11.27,11.290640788149272,0.020640788149272282,Luxembourg
11.27,11.29341569553268,0.023415695532680303,Luxembourg
11.27,11.296190602987801,0.026190602987801626,Luxembourg
11.27,11.298965510437181,0.028965510437181763,Luxembourg
11.27,11.301740417868997,0.031740417868997284,Luxembourg
11.27,11.304515325304356,0.03451532530435664,Luxembourg
11.27,11.307290232743766,0.03729023274376608,Luxembourg
11.280000000000001,11.310065140181791,0.030065140181790184,Luxembourg
11.290000000000001,11.312840047618952,0.022840047618950976,Luxembourg
11.290000000000001,11.315614955056567,0.025614955056566302,Luxembourg
11.290000000000001,11.31838986249435,0.028389862494348606,Luxembourg
11.290000000000001,11.321164769931995,0.03116476993199413,Luxembourg
11.290000000000001,11.323939677369614,0.03393967736961301,Luxembourg
11.31,11.32671458480727,0.016714584807269617,Luxembourg
11.32,11.329489492244928,0.009489492244927789,Luxembourg
11.329999999999998,11.332264399682577,0.002264399682578855,Luxembourg
11.329999999999998,11.335039307120226,0.005039307120227932,Luxembourg
11.329999999999998,11.337814214557877,0.007814214557878785,Luxembourg
11.329999999999998,11.34058912199553,0.010589121995531414,Luxembourg
11.329999999999998,11.343364029433182,0.013364029433184044,Luxembourg
11.35,11.346138936870833,-0.0038610631291664532,Luxembourg
11.360000000000001,11.348913844308484,-0.011086155691517163,Luxembourg
11.360000000000001,11.351688751746135,-0.00831124825386631,Luxembourg
11.360000000000001,11.354463659183786,-0.005536340816215457,Luxembourg
11.360000000000001,11.357238566621437,-0.002761433378564604,Luxembourg
11.360000000000001,11.360013474059087,1.3474059086249213e-05,Luxembourg
11.360000000000001,11.362788381496738,0.0027883814967371023,Luxembourg
11.39,11.36556328893439,-0.024436711065611405,Luxembourg
11.39,11.36833819637204,-0.021661803627960552,Luxembourg
11.39,11.37111310380969,-0.0188868961903097,Luxembourg
11.39,11.373888011247342,-0.016111988752658846,Luxembourg
11.39,11.376662918684993,-0.013337081315007993,Luxembourg
11.4,11.379437826122643,-0.020562173877356926,Luxembourg
11.440000000000001,11.382212733560294,-0.057787266439707,Luxembourg
11.440000000000001,11.384987640997945,-0.055012359002056144,Luxembourg
11.440000000000001,11.387762548435596,-0.05223745156440529,Luxembourg
248.13000000000002,248.17369464016645,0.04369464016642155,Portugal
248.39,248.2173892803329,-0.17261071966709096,Portugal
248.45,248.26108392049935,-0.18891607950064326,Portugal
248.54999999999998,248.3047785606658,-0.2452214393341876,Portugal
248.57,248.34847320083225,-0.22152679916774787,Portugal
248.65,248.3921678409987,-0.2578321590013104,Portugal
248.65,248.43586248116515,-0.21413751883486043,Portugal
248.65,248.4795571213316,-0.17044287866841046,Portugal
248.85999999999999,248.52325176149805,-0.33674823850194,Portugal
248.92999999999998,248.5669464016645,-0.36305359833548323,Portugal
248.99,248.61064104183095,-0.37935895816906395,Portugal
249.05,248.6543356819974,-0.39566431800261626,Portugal
249.09,248.69803032216385,-0.3919696778361583,Portugal
249.09,248.7417249623303,-0.34827503766970835,Portugal
249.09,248.78541960249675,-0.3045803975032584,Portugal
249.24,248.8291142426632,-0.4108857573368141,Portugal
249.30999999999997,248.87280888282964,-0.4371911171703289,Portugal
249.42,248.9165035229961,-0.5034964770038926,Portugal
249.47,248.96019816316254,-0.509801836837454,Portugal
249.51000000000002,249.003892803329,-0.5061071966710244,Portugal
249.51000000000002,249.04758744349544,-0.46241255650457447,Portugal
249.51000000000002,249.0912820836619,-0.4187179163381245,Portugal
249.66,249.13497672382834,-0.5250232761716518,Portugal
249.7,249.1786713639948,-0.5213286360051939,Portugal
249.72,249.22236600416124,-0.4976339958387541,Portugal
249.84,249.2660606443277,-0.5739393556723087,Portugal
249.91,249.30975528449414,-0.6002447155058519,Portugal
249.91,249.3534499246606,-0.5565500753394019,Portugal
249.91,249.39714456482704,-0.512855435172952,Portugal
250.07999999999998,249.4408392049935,-0.6391607950064895,Portugal
250.12,249.48453384515994,-0.63546615484006,Portugal
250.17000000000002,249.5282284853264,-0.6417715146736214,Portugal
250.24,249.57192312549284,-0.6680768745071646,Portugal
250.31,249.6156177656593,-0.6943822343407078,Portugal
250.31,249.65931240582574,-0.6506875941742578,Portugal
250.31,249.7030070459922,-0.6069929540078078,Portugal
250.58,249.74670168615864,-0.8332983138413681,Portugal
250.63,249.7903963263251,-0.8396036736749011,Portugal
250.7,249.83409096649154,-0.8659090335084443,Portugal
250.75,249.877785606658,-0.8722143933420057,Portugal
250.75,249.92148024682444,-0.8285197531755557,Portugal
250.75,249.9651748869909,-0.7848251130091057,Portugal
250.75,250.00886952715734,-0.7411304728426558,Portugal
250.87,250.0525641673238,-0.8174358326762103,Portugal
251.06,250.09625880749024,-0.9637411925097581,Portugal
251.14000000000001,250.1399534476567,-1.0000465523433206,Portugal
251.19,250.18364808782314,-1.0063519121768536,Portugal
251.25000000000003,250.2273427279896,-1.0226572720104343,Portugal
251.25000000000003,250.27103736815604,-0.9789626318439844,Portugal
251.25000000000003,250.3147320083225,-0.9352679916775344,Portugal
251.25000000000003,250.35842664848894,-0.8915733515110844,Portugal
251.28,250.4021212886554,-0.8778787113446072,Portugal
251.28,250.44581592882184,-0.8341840711781572,Portugal
251.28,250.4895105689883,-0.7904894310117072,Portugal
251.28,250.53320520915474,-0.7467947908452572,Portugal
251.28,250.5768998493212,-0.7031001506788073,Portugal
251.28,250.62059448948764,-0.6594055105123573,Portugal
251.28,250.6642891296541,-0.6157108703459073,Portugal
252.03,250.70798376982054,-1.3220162301794574,Portugal
252.08999999999997,250.751678409987,-1.3383215900129812,Portugal
